Major Head,Sub-Major Head,Minor Head,Sub-Minor Head,Detailed Head,Object Head,Voucher Head,Scheme,Area,Voted/Charged,row_id,Major Head Code,Sub-Major Head Code,Minor Head Code,Sub-Minor Head Code,Detailed Head Code,Object Head Code,Voucher Head Code,Scheme Code,Area Code,Voted/Charged Code,file_id,level_2_code,level_3_code,level_4_code,level_5_code,level_6_code,level_7_code,level_8_code,level_9_code,level_10_code,budget_for,year
Police,NULL,Education and Training,Armed Police Training Centre,NULL,Office Expenses,Telephone Charge,Establishment Expenditure,General Area,Voted,449,2055,0,3,436,0,4,2,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__436,2055__0__3__436__0,2055__0__3__436__0__4,2055__0__3__436__0__4__2,2055__0__3__436__0__4__2__ee,2055__0__3__436__0__4__2__ee__ga,2055__0__3__436__0__4__2__ee__ga__v,police,2020-21
Police,NULL,Education and Training,Armed Police Training Centre,NULL,Office Expenses,Office Equipments including Computers & Accessories,Establishment Expenditure,General Area,Voted,450,2055,0,3,436,0,4,4,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__436,2055__0__3__436__0,2055__0__3__436__0__4,2055__0__3__436__0__4__4,2055__0__3__436__0__4__4__ee,2055__0__3__436__0__4__4__ee__ga,2055__0__3__436__0__4__4__ee__ga__v,police,2020-21
Police,NULL,Education and Training,Armed Police Training Centre,NULL,Office Expenses,Stationery and Printing of Forms,Establishment Expenditure,General Area,Voted,451,2055,0,3,436,0,4,5,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__436,2055__0__3__436__0,2055__0__3__436__0__4,2055__0__3__436__0__4__5,2055__0__3__436__0__4__5__ee,2055__0__3__436__0__4__5__ee__ga,2055__0__3__436__0__4__5__ee__ga__v,police,2020-21
Police,NULL,Education and Training,Armed Police Training Centre,NULL,Office Expenses,Furniture,Establishment Expenditure,General Area,Voted,452,2055,0,3,436,0,4,6,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__436,2055__0__3__436__0,2055__0__3__436__0__4,2055__0__3__436__0__4__6,2055__0__3__436__0__4__6__ee,2055__0__3__436__0__4__6__ee__ga,2055__0__3__436__0__4__6__ee__ga__v,police,2020-21
Police,NULL,Education and Training,Armed Police Training Centre,NULL,Machinery and Equipment / Tools & Plants,Machinery and Equipment,Establishment Expenditure,General Area,Voted,453,2055,0,3,436,0,15,1,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__436,2055__0__3__436__0,2055__0__3__436__0__15,2055__0__3__436__0__15__1,2055__0__3__436__0__15__1__ee,2055__0__3__436__0__15__1__ee__ga,2055__0__3__436__0__15__1__ee__ga__v,police,2020-21
Police,NULL,Education and Training,Armed Police Training Centre,NULL,Maintenance,Departmental Building,Establishment Expenditure,General Area,Voted,454,2055,0,3,436,0,17,1,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__436,2055__0__3__436__0,2055__0__3__436__0__17,2055__0__3__436__0__17__1,2055__0__3__436__0__17__1__ee,2055__0__3__436__0__17__1__ee__ga,2055__0__3__436__0__17__1__ee__ga__v,police,2020-21
Police,NULL,Education and Training,Armed Police Training Centre,NULL,Other Charges,Award Money / Award in kind,Establishment Expenditure,General Area,Voted,455,2055,0,3,436,0,26,12,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__436,2055__0__3__436__0,2055__0__3__436__0__26,2055__0__3__436__0__26__12,2055__0__3__436__0__26__12__ee,2055__0__3__436__0__26__12__ee__ga,2055__0__3__436__0__26__12__ee__ga__v,police,2020-21
Police,NULL,Education and Training,Recruits Training School of Assam,NULL,Salaries,Kit Allowance,Establishment Expenditure,General Area,Voted,456,2055,0,3,437,0,1,32,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__437,2055__0__3__437__0,2055__0__3__437__0__1,2055__0__3__437__0__1__32,2055__0__3__437__0__1__32__ee,2055__0__3__437__0__1__32__ee__ga,2055__0__3__437__0__1__32__ee__ga__v,police,2020-21
Police,NULL,Education and Training,Recruits Training School of Assam,NULL,Salaries,Ration Allowance,Establishment Expenditure,General Area,Voted,457,2055,0,3,437,0,1,34,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__437,2055__0__3__437__0,2055__0__3__437__0__1,2055__0__3__437__0__1__34,2055__0__3__437__0__1__34__ee,2055__0__3__437__0__1__34__ee__ga,2055__0__3__437__0__1__34__ee__ga__v,police,2020-21
Police,NULL,Education and Training,Recruits Training School of Assam,NULL,Salaries,Rifle Allowance,Establishment Expenditure,General Area,Voted,458,2055,0,3,437,0,1,35,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__437,2055__0__3__437__0,2055__0__3__437__0__1,2055__0__3__437__0__1__35,2055__0__3__437__0__1__35__ee,2055__0__3__437__0__1__35__ee__ga,2055__0__3__437__0__1__35__ee__ga__v,police,2020-21
Police,NULL,Education and Training,Recruits Training School of Assam,NULL,Salaries,Compensatory Allowance,Establishment Expenditure,General Area,Voted,459,2055,0,3,437,0,1,37,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__437,2055__0__3__437__0,2055__0__3__437__0__1,2055__0__3__437__0__1__37,2055__0__3__437__0__1__37__ee,2055__0__3__437__0__1__37__ee__ga,2055__0__3__437__0__1__37__ee__ga__v,police,2020-21
Police,NULL,Education and Training,Recruits Training School of Assam,NULL,Salaries,Kit Maintenance Allowance,Establishment Expenditure,General Area,Voted,460,2055,0,3,437,0,1,38,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__437,2055__0__3__437__0,2055__0__3__437__0__1,2055__0__3__437__0__1__38,2055__0__3__437__0__1__38__ee,2055__0__3__437__0__1__38__ee__ga,2055__0__3__437__0__1__38__ee__ga__v,police,2020-21
Police,NULL,Education and Training,Recruits Training School of Assam,NULL,Salaries,Training Allowance,Establishment Expenditure,General Area,Voted,461,2055,0,3,437,0,1,46,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__437,2055__0__3__437__0,2055__0__3__437__0__1,2055__0__3__437__0__1__46,2055__0__3__437__0__1__46__ee,2055__0__3__437__0__1__46__ee__ga,2055__0__3__437__0__1__46__ee__ga__v,police,2020-21
Police,NULL,Education and Training,Recruits Training School of Assam,NULL,Salaries,Lodging Allowance,Establishment Expenditure,General Area,Voted,462,2055,0,3,437,0,1,48,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__437,2055__0__3__437__0,2055__0__3__437__0__1,2055__0__3__437__0__1__48,2055__0__3__437__0__1__48__ee,2055__0__3__437__0__1__48__ee__ga,2055__0__3__437__0__1__48__ee__ga__v,police,2020-21
Police,NULL,Education and Training,Recruits Training School of Assam,NULL,Office Expenses,Telephone Charge,Establishment Expenditure,General Area,Voted,463,2055,0,3,437,0,4,2,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__437,2055__0__3__437__0,2055__0__3__437__0__4,2055__0__3__437__0__4__2,2055__0__3__437__0__4__2__ee,2055__0__3__437__0__4__2__ee__ga,2055__0__3__437__0__4__2__ee__ga__v,police,2020-21
Police,NULL,Education and Training,Recruits Training School of Assam,NULL,Office Expenses,Office Equipments including Computers & Accessories,Establishment Expenditure,General Area,Voted,464,2055,0,3,437,0,4,4,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__437,2055__0__3__437__0,2055__0__3__437__0__4,2055__0__3__437__0__4__4,2055__0__3__437__0__4__4__ee,2055__0__3__437__0__4__4__ee__ga,2055__0__3__437__0__4__4__ee__ga__v,police,2020-21
Police,NULL,Education and Training,Recruits Training School of Assam,NULL,Office Expenses,Stationery and Printing of Forms,Establishment Expenditure,General Area,Voted,465,2055,0,3,437,0,4,5,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__437,2055__0__3__437__0,2055__0__3__437__0__4,2055__0__3__437__0__4__5,2055__0__3__437__0__4__5__ee,2055__0__3__437__0__4__5__ee__ga,2055__0__3__437__0__4__5__ee__ga__v,police,2020-21
Police,NULL,Education and Training,Recruits Training School of Assam,NULL,Office Expenses,Furniture,Establishment Expenditure,General Area,Voted,466,2055,0,3,437,0,4,6,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__437,2055__0__3__437__0,2055__0__3__437__0__4,2055__0__3__437__0__4__6,2055__0__3__437__0__4__6__ee,2055__0__3__437__0__4__6__ee__ga,2055__0__3__437__0__4__6__ee__ga__v,police,2020-21
Police,NULL,Education and Training,Recruits Training School of Assam,NULL,Other Charges,Award Money / Award in kind,Establishment Expenditure,General Area,Voted,467,2055,0,3,437,0,26,12,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__437,2055__0__3__437__0,2055__0__3__437__0__26,2055__0__3__437__0__26__12,2055__0__3__437__0__26__12__ee,2055__0__3__437__0__26__12__ee__ga,2055__0__3__437__0__26__12__ee__ga__v,police,2020-21
Police,NULL,Education and Training,Battalion Training Centre,NULL,Salaries,Special Pay,Establishment Expenditure,General Area,Voted,468,2055,0,3,439,0,1,15,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__439,2055__0__3__439__0,2055__0__3__439__0__1,2055__0__3__439__0__1__15,2055__0__3__439__0__1__15__ee,2055__0__3__439__0__1__15__ee__ga,2055__0__3__439__0__1__15__ee__ga__v,police,2020-21
Police,NULL,Education and Training,Battalion Training Centre,NULL,Salaries,Kit Allowance,Establishment Expenditure,General Area,Voted,469,2055,0,3,439,0,1,32,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__439,2055__0__3__439__0,2055__0__3__439__0__1,2055__0__3__439__0__1__32,2055__0__3__439__0__1__32__ee,2055__0__3__439__0__1__32__ee__ga,2055__0__3__439__0__1__32__ee__ga__v,police,2020-21
Police,NULL,Education and Training,Battalion Training Centre,NULL,Salaries,Ration Allowance,Establishment Expenditure,General Area,Voted,470,2055,0,3,439,0,1,34,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__439,2055__0__3__439__0,2055__0__3__439__0__1,2055__0__3__439__0__1__34,2055__0__3__439__0__1__34__ee,2055__0__3__439__0__1__34__ee__ga,2055__0__3__439__0__1__34__ee__ga__v,police,2020-21
Police,NULL,Education and Training,Battalion Training Centre,NULL,Salaries,Rifle Allowance,Establishment Expenditure,General Area,Voted,471,2055,0,3,439,0,1,35,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__439,2055__0__3__439__0,2055__0__3__439__0__1,2055__0__3__439__0__1__35,2055__0__3__439__0__1__35__ee,2055__0__3__439__0__1__35__ee__ga,2055__0__3__439__0__1__35__ee__ga__v,police,2020-21
Police,NULL,Education and Training,Battalion Training Centre,NULL,Salaries,Compensatory Allowance,Establishment Expenditure,General Area,Voted,472,2055,0,3,439,0,1,37,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__439,2055__0__3__439__0,2055__0__3__439__0__1,2055__0__3__439__0__1__37,2055__0__3__439__0__1__37__ee,2055__0__3__439__0__1__37__ee__ga,2055__0__3__439__0__1__37__ee__ga__v,police,2020-21
Police,NULL,Education and Training,Battalion Training Centre,NULL,Salaries,Kit Maintenance Allowance,Establishment Expenditure,General Area,Voted,473,2055,0,3,439,0,1,38,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__439,2055__0__3__439__0,2055__0__3__439__0__1,2055__0__3__439__0__1__38,2055__0__3__439__0__1__38__ee,2055__0__3__439__0__1__38__ee__ga,2055__0__3__439__0__1__38__ee__ga__v,police,2020-21
Police,NULL,Education and Training,Battalion Training Centre,NULL,Salaries,Special Duty Allowance,Establishment Expenditure,General Area,Voted,474,2055,0,3,439,0,1,45,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__439,2055__0__3__439__0,2055__0__3__439__0__1,2055__0__3__439__0__1__45,2055__0__3__439__0__1__45__ee,2055__0__3__439__0__1__45__ee__ga,2055__0__3__439__0__1__45__ee__ga__v,police,2020-21
Police,NULL,Education and Training,Battalion Training Centre,NULL,Salaries,Lodging Allowance,Establishment Expenditure,General Area,Voted,475,2055,0,3,439,0,1,48,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__439,2055__0__3__439__0,2055__0__3__439__0__1,2055__0__3__439__0__1__48,2055__0__3__439__0__1__48__ee,2055__0__3__439__0__1__48__ee__ga,2055__0__3__439__0__1__48__ee__ga__v,police,2020-21
Police,NULL,Education and Training,Battalion Training Centre,NULL,Office Expenses,Telephone Charge,Establishment Expenditure,General Area,Voted,476,2055,0,3,439,0,4,2,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__439,2055__0__3__439__0,2055__0__3__439__0__4,2055__0__3__439__0__4__2,2055__0__3__439__0__4__2__ee,2055__0__3__439__0__4__2__ee__ga,2055__0__3__439__0__4__2__ee__ga__v,police,2020-21
Police,NULL,Education and Training,Battalion Training Centre,NULL,Office Expenses,Office Equipments including Computers & Accessories,Establishment Expenditure,General Area,Voted,477,2055,0,3,439,0,4,4,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__439,2055__0__3__439__0,2055__0__3__439__0__4,2055__0__3__439__0__4__4,2055__0__3__439__0__4__4__ee,2055__0__3__439__0__4__4__ee__ga,2055__0__3__439__0__4__4__ee__ga__v,police,2020-21
Police,NULL,Education and Training,Battalion Training Centre,NULL,Office Expenses,Stationery and Printing of Forms,Establishment Expenditure,General Area,Voted,478,2055,0,3,439,0,4,5,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__439,2055__0__3__439__0,2055__0__3__439__0__4,2055__0__3__439__0__4__5,2055__0__3__439__0__4__5__ee,2055__0__3__439__0__4__5__ee__ga,2055__0__3__439__0__4__5__ee__ga__v,police,2020-21
Police,NULL,Education and Training,Battalion Training Centre,NULL,Office Expenses,Furniture,Establishment Expenditure,General Area,Voted,479,2055,0,3,439,0,4,6,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__439,2055__0__3__439__0,2055__0__3__439__0__4,2055__0__3__439__0__4__6,2055__0__3__439__0__4__6__ee,2055__0__3__439__0__4__6__ee__ga,2055__0__3__439__0__4__6__ee__ga__v,police,2020-21
Police,NULL,Education and Training,Battalion Training Centre,NULL,Machinery and Equipment / Tools & Plants,Machinery and Equipment,Establishment Expenditure,General Area,Voted,480,2055,0,3,439,0,15,1,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__3,2055__0__3__439,2055__0__3__439__0,2055__0__3__439__0__15,2055__0__3__439__0__15__1,2055__0__3__439__0__15__1__ee,2055__0__3__439__0__15__1__ee__ga,2055__0__3__439__0__15__1__ee__ga__v,police,2020-21
Police,NULL,Criminal Investigation and Vigilance,Criminal Investigation Department,NULL,Salaries,Kit Allowance,Establishment Expenditure,General Area,Voted,481,2055,0,101,442,0,1,32,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__101,2055__0__101__442,2055__0__101__442__0,2055__0__101__442__0__1,2055__0__101__442__0__1__32,2055__0__101__442__0__1__32__ee,2055__0__101__442__0__1__32__ee__ga,2055__0__101__442__0__1__32__ee__ga__v,police,2020-21
Police,NULL,Criminal Investigation and Vigilance,Criminal Investigation Department,NULL,Salaries,Ration Allowance,Establishment Expenditure,General Area,Voted,482,2055,0,101,442,0,1,34,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__101,2055__0__101__442,2055__0__101__442__0,2055__0__101__442__0__1,2055__0__101__442__0__1__34,2055__0__101__442__0__1__34__ee,2055__0__101__442__0__1__34__ee__ga,2055__0__101__442__0__1__34__ee__ga__v,police,2020-21
Police,NULL,Criminal Investigation and Vigilance,Criminal Investigation Department,NULL,Salaries,Compensatory Allowance,Establishment Expenditure,General Area,Voted,483,2055,0,101,442,0,1,37,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__101,2055__0__101__442,2055__0__101__442__0,2055__0__101__442__0__1,2055__0__101__442__0__1__37,2055__0__101__442__0__1__37__ee,2055__0__101__442__0__1__37__ee__ga,2055__0__101__442__0__1__37__ee__ga__v,police,2020-21
Police,NULL,Criminal Investigation and Vigilance,Criminal Investigation Department,NULL,Salaries,Kit Maintenance Allowance,Establishment Expenditure,General Area,Voted,484,2055,0,101,442,0,1,38,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__101,2055__0__101__442,2055__0__101__442__0,2055__0__101__442__0__1,2055__0__101__442__0__1__38,2055__0__101__442__0__1__38__ee,2055__0__101__442__0__1__38__ee__ga,2055__0__101__442__0__1__38__ee__ga__v,police,2020-21
Police,NULL,Criminal Investigation and Vigilance,Criminal Investigation Department,NULL,Salaries,Special Duty Allowance,Establishment Expenditure,General Area,Voted,485,2055,0,101,442,0,1,45,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__101,2055__0__101__442,2055__0__101__442__0,2055__0__101__442__0__1,2055__0__101__442__0__1__45,2055__0__101__442__0__1__45__ee,2055__0__101__442__0__1__45__ee__ga,2055__0__101__442__0__1__45__ee__ga__v,police,2020-21
Police,NULL,Criminal Investigation and Vigilance,Criminal Investigation Department,NULL,Office Expenses,Postage Stamp,Establishment Expenditure,General Area,Voted,486,2055,0,101,442,0,4,1,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__101,2055__0__101__442,2055__0__101__442__0,2055__0__101__442__0__4,2055__0__101__442__0__4__1,2055__0__101__442__0__4__1__ee,2055__0__101__442__0__4__1__ee__ga,2055__0__101__442__0__4__1__ee__ga__v,police,2020-21
Police,NULL,Criminal Investigation and Vigilance,Criminal Investigation Department,NULL,Office Expenses,Telephone Charge,Establishment Expenditure,General Area,Voted,487,2055,0,101,442,0,4,2,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__101,2055__0__101__442,2055__0__101__442__0,2055__0__101__442__0__4,2055__0__101__442__0__4__2,2055__0__101__442__0__4__2__ee,2055__0__101__442__0__4__2__ee__ga,2055__0__101__442__0__4__2__ee__ga__v,police,2020-21
Police,NULL,Criminal Investigation and Vigilance,Criminal Investigation Department,NULL,Office Expenses,Office Equipments including Computers & Accessories,Establishment Expenditure,General Area,Voted,488,2055,0,101,442,0,4,4,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__101,2055__0__101__442,2055__0__101__442__0,2055__0__101__442__0__4,2055__0__101__442__0__4__4,2055__0__101__442__0__4__4__ee,2055__0__101__442__0__4__4__ee__ga,2055__0__101__442__0__4__4__ee__ga__v,police,2020-21
Police,NULL,Criminal Investigation and Vigilance,Criminal Investigation Department,NULL,Office Expenses,Stationery and Printing of Forms,Establishment Expenditure,General Area,Voted,489,2055,0,101,442,0,4,5,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__101,2055__0__101__442,2055__0__101__442__0,2055__0__101__442__0__4,2055__0__101__442__0__4__5,2055__0__101__442__0__4__5__ee,2055__0__101__442__0__4__5__ee__ga,2055__0__101__442__0__4__5__ee__ga__v,police,2020-21
Police,NULL,Criminal Investigation and Vigilance,Criminal Investigation Department,NULL,Office Expenses,Furniture,Establishment Expenditure,General Area,Voted,490,2055,0,101,442,0,4,6,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__101,2055__0__101__442,2055__0__101__442__0,2055__0__101__442__0__4,2055__0__101__442__0__4__6,2055__0__101__442__0__4__6__ee,2055__0__101__442__0__4__6__ee__ga,2055__0__101__442__0__4__6__ee__ga__v,police,2020-21
Police,NULL,Criminal Investigation and Vigilance,Criminal Investigation Department,NULL,Office Expenses,Liveries,Establishment Expenditure,General Area,Voted,491,2055,0,101,442,0,4,7,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__101,2055__0__101__442,2055__0__101__442__0,2055__0__101__442__0__4,2055__0__101__442__0__4__7,2055__0__101__442__0__4__7__ee,2055__0__101__442__0__4__7__ee__ga,2055__0__101__442__0__4__7__ee__ga__v,police,2020-21
Police,NULL,Criminal Investigation and Vigilance,Criminal Investigation Department,NULL,Office Expenses,Maintenance of Vehicles,Establishment Expenditure,General Area,Voted,492,2055,0,101,442,0,4,8,EE,GA,V,assam-budget-2020-21_police.csv,2055__0,2055__0__101,2055__0__101__442,2055__0__101__442__0,2055__0__101__442__0__4,2055__0__101__442__0__4__8,2055__0__101__442__0__4__8__ee,2055__0__101__442__0__4__8__ee__ga,2055__0__101__442__0__4__8__ee__ga__v,police,2020-21
